problems2010-pms_crafted-frb-frb20-11-1.partial, 0.91, 0.006561, 6.0, 1.63, 12245177, 0.242069, 0.190081, 6.3, 17551.45, 419.3, 1
problems2010-pms_crafted-frb-frb20-11-2.partial, 0.94, 0.006547, 6.0, 2.23, 12170306, 0.330032, 0.693317, 6.0, 16234.38, 427.6, 1
problems2010-pms_crafted-frb-frb20-11-3.partial, 1.09, 0.006412, 6.0, 1.60, 12971113, 0.292850, 0.786457, 6.3, 18000.03, 427.7, 0
problems2010-pms_crafted-frb-frb20-11-4.partial, 0.86, 0.006408, 6.0, 1.26, 12109379, 0.094394, 0.023690, 6.0, 15686.10, 429.4, 1
problems2010-pms_crafted-frb-frb20-11-5.partial, 0.96, 0.006982, 5.8, 2.47, 12071658, 0.475745, 0.754647, 6.0, 17898.08, 428.5, 1
problems2010-pms_crafted-frb-frb25-13-1.partial, 2.58, 0.013369, 11.7, 2.76, 32613035, 0.188039, 0.046259, 12.1, 36.48, 1025.3, 0
problems2010-pms_crafted-frb-frb25-13-2.partial, 2.50, 0.013755, 11.9, 2.66, 30395143, 0.200776, 0.049090, 12.3, 40.49, 1026.9, 0
problems2010-pms_crafted-frb-frb25-13-3.partial, 2.49, 0.014066, 10.9, 2.66, 32403507, 0.204879, 0.049230, 11.2, 40.08, 1024.1, 0
problems2010-pms_crafted-frb-frb25-13-4.partial, 1.32, 0.013117, 10.4, 1.25, 26828381, 0.182310, 0.046185, 10.5, 35.87, 1026.9, 0
problems2010-pms_crafted-frb-frb25-13-5.partial, 3.04, 0.012963, 13.6, 2.79, 34635499, 0.183631, 0.047681, 13.9, 35.99, 1025.8, 0
problems2010-pms_crafted-frb-frb30-15-1.partial, 26.08, 0.027218, 27.4, 26.58, 106552174, 0.360705, 0.097041, 27.9, 42.80, 1027.6, 0
problems2010-pms_crafted-frb-frb30-15-2.partial, 14.41, 0.024651, 24.5, 15.71, 93932504, 0.351806, 0.095617, 25.0, 42.23, 1024.3, 0
problems2010-pms_crafted-frb-frb30-15-3.partial, 15.87, 0.025471, 27.7, 16.78, 93906704, 0.353922, 0.093737, 28.2, 41.69, 1027.5, 0
problems2010-pms_crafted-frb-frb30-15-4.partial, 15.93, 0.025530, 27.4, 16.96, 96510383, 0.352236, 0.099497, 28.0, 41.87, 1026.2, 0
problems2010-pms_crafted-frb-frb30-15-5.partial, 7.09, 0.024084, 20.2, 7.28, 68238473, 0.350427, 0.094081, 20.7, 41.59, 1026.8, 0
problems2010-pms_crafted-frb-frb35-17-1.partial, 101.37, 0.041297, 50.4, 110.43, 330862326, 0.624417, 0.156994, 50.9, 43.85, 1028.2, 0
problems2010-pms_crafted-frb-frb35-17-2.partial, 219.70, 0.041774, 60.5, 229.00, 720528568, 0.649500, 0.162462, 61.3, 43.50, 1025.6, 0
problems2010-pms_crafted-frb-frb35-17-3.partial, 13.38, 0.039541, 32.9, 14.47, 129949440, 0.619917, 0.157275, 33.5, 42.36, 1027.3, 0
problems2010-pms_crafted-frb-frb35-17-4.partial, 903.36, 0.040890, 133.7, 942.66, 1545646648, 0.622946, 0.157735, 134.1, 43.26, 1030.9, 0
problems2010-pms_crafted-frb-frb35-17-5.partial, 138.83, 0.039659, 55.6, 144.96, 549208342, 0.624784, 0.158379, 56.4, 42.17, 1029.8, 0
problems2010-pms_crafted-frb-frb40-19-1.partial, 64.38, 0.066387, 63.3, 66.33, 337740955, 1.007767, 0.234671, 64.1, 45.34, 1024.4, 0
problems2010-pms_crafted-frb-frb40-19-2.partial, 277.37, 0.068786, 104.0, 251.00, 558666171, 1.021211, 0.247954, 104.8, 46.23, 1024.7, 0
problems2010-pms_crafted-frb-frb40-19-3.partial, 1800.05, 0.065005, 158.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2010-pms_crafted-frb-frb40-19-4.partial, 1069.24, 0.076110, 99.2, 1119.97, 2465427536, 1.040450, 0.242225, 100.2, 47.50, 1025.8, 0
problems2010-pms_crafted-frb-frb40-19-5.partial, 1046.75, 0.069670, 132.0, 1090.22, 2082989850, 1.039284, 0.253304, 132.8, 48.34, 1026.0, 0
problems2010-pms_crafted-JobShop-ft10-808-1090, 43.44, 0.009103, 78.9, 47.59, 50812740, 0.144901, 0.045227, 79.0, 8.39, 1028.0, 0
